"","year","title","date","link"
"1141",2022,"Governor Abbott Receives Tropical Weather Briefing, Reminds Texans To Take Hurricane Preparedness Measures","Jun 30","https://gov.texas.gov/news/post/governor-abbott-receives-tropical-weather-briefing-reminds-texans-to-take-hurricane-preparedness-measures"
"1142",2022,"Governor Abbott Statement On U.S. Supreme Court Decision To Uphold Biden Administration’s Termination Of Remain-In-Mexico Policy","Jun 30","https://gov.texas.gov/news/post/governor-abbott-statement-on-u.s-supreme-court-decision-to-uphold-biden-administrations-termination-of-remain-in-mexico-policy"
"1143",2022,"Governor Abbott Continues Overseeing State Support Services For Uvalde, Announces Additional Mental Health Funding In Community","Jun 30","https://gov.texas.gov/news/post/governor-abbott-continues-overseeing-state-support-services-for-uvalde-announces-additional-mental-health-funding-in-community"
"1144",2022,"Governor Abbott Statement On U.S. Supreme Court Ruling Against EPA Overreach In West Virginia V. EPA","Jun 30","https://gov.texas.gov/news/post/governor-abbott-statement-on-u.s-supreme-court-ruling-against-epa-overreach-in-west-virginia-v-epa"
"1145",2022,"Governor Abbott Appoints Golla To State Board Of Veterinary Medical Examiners","Jun 30","https://gov.texas.gov/news/post/governor-abbott-appoints-golla-to-state-board-of-veterinary-medical-examiners"
"1146",2022,"First Lady Abbott Celebrates Winners Of Keep Texas Beautiful Governor’s Community Achievement Awards","Jun 30","https://gov.texas.gov/news/post/first-lady-abbott-celebrates-winners-of-keep-texas-beautiful-governors-community-achievement-awards"
"1147",2022,"Governor Abbott Expands Border Security Operations","Jun 29","https://gov.texas.gov/news/post/governor-abbott-expands-border-security-operations"
"1148",2022,"Governor Abbott Appoints High, Figueroa To Texas Commission Of Licensing And Regulation","Jun 29","https://gov.texas.gov/news/post/governor-abbott-appoints-high-figueroa-to-texas-commission-of-licensing-and-regulation"
"1149",2022,"Governor Abbott, HHSC Launch One-Stop Website To Connect Texans With Family Resources, Health Care Services","Jun 29","https://gov.texas.gov/news/post/governor-abbott-hhsc-launch-one-stop-website-to-connect-texans-with-family-resources-health-care-services"
"1150",2022,"Governor Abbott Reappoints Bickerstaff And Lunceford To Boards For Lease","Jun 28","https://gov.texas.gov/news/post/governor-abbott-reappoints-bickerstaff-and-lunceford-to-boards-for-lease"
"1151",2022,"Governor Abbott, Lt. Governor Patrick, Speaker Phelan, Senate Finance, House Appropriations Committee Chairs Announce Additional $105.5 Million For School Safety, Mental Health Initiatives","Jun 28","https://gov.texas.gov/news/post/governor-abbott-lt-governor-patrick-speaker-phelan-senate-finance-house-appropriations-committee-chairs-announce-additional-105.5-million-for-school-safety-mental-health-initiatives"
"1152",2022,"Governor Abbott Announces 2022 Barbara Jordan Media Award Winners","Jun 27","https://gov.texas.gov/news/post/governor-abbott-announces-2022-barbara-jordan-media-award-winners"
"1153",2022,"Governor Abbott Issues Letter To President Biden On EPA Plan That Threatens Oil And Gas Production In Permian Basin","Jun 27","https://gov.texas.gov/news/post/governor-abbott-issues-letter-to-president-biden-on-epa-plan-that-threatens-oil-and-gas-production-in-permian-basin"
"1154",2022,"Governor Abbott Appoints Four To Finance Commission Of Texas","Jun 27","https://gov.texas.gov/news/post/governor-abbott-appoints-four-to-finance-commission-of-texas"
"1155",2022,"Governor Abbott Announces GlobiTech Semiconductor Facility Expansion In Sherman","Jun 27","https://gov.texas.gov/news/post/governor-abbott-announces-globitech-semiconductor-facility-expansion-in-sherman"
"1156",2022,"Governor Abbott Renews Uvalde Disaster Declaration In June 2022","Jun 26","https://gov.texas.gov/news/post/governor-abbott-renews-uvalde-disaster-declaration-in-june-2022"
"1157",2022,"Operation Lone Star Turns Back Over 22,000 Migrants, Prepares For Growing Migrant Caravans","Jun 24","https://gov.texas.gov/news/post/operation-lone-star-turns-back-over-22000-migrants-prepares-for-growing-migrant-caravans"
"1158",2022,"Governor Abbott Statement On U.S. Supreme Court Decision To Overturn Roe V. Wade","Jun 24","https://gov.texas.gov/news/post/governor-abbott-statement-on-u.s-supreme-court-decision-to-overturn-roe-v-wade"
"1159",2022,"Governor Abbott Ensures State Agencies Continue Providing Resources, Long-Term Support To Uvalde Community","Jun 23","https://gov.texas.gov/news/post/governor-abbott-ensures-state-agencies-continue-providing-resources-long-term-support-to-uvalde-community"
"1160",2022,"Governor Abbott Issues Proclamation Superseding Constitutional Amendment Election Proclamation Issued In June 2022","Jun 23","https://gov.texas.gov/news/post/governor-abbott-issues-proclamation-certifying-two-constitutional-amendments"
"1161",2022,"Governor Abbott Appoints Cantu-Serrano To Motor Vehicle Crime Prevention Authority","Jun 23","https://gov.texas.gov/news/post/governor-abbott-appoints-cantu-serrano-to-motor-vehicle-crime-prevention-authority"
"1162",2022,"Governor Abbott Appoints Robnett To Texas Mutual Insurance Company Board","Jun 22","https://gov.texas.gov/news/post/governor-abbott-appoints-robnett-to-texas-mutual-insurance-company-board"
"1163",2022,"Office Of The Governor Issues Statement On Providing Transparency To Texans On Shooting In Uvalde","Jun 21","https://gov.texas.gov/news/post/office-of-the-governor-issues-statement-on-providing-transparency-to-texans-on-shooting-in-uvalde"
"1164",2022,"Governor Abbott Renews COVID-19 Disaster Declaration In June 2022","Jun 21","https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-declaration-in-june-2022"
"1165",2022,"Governor Abbott Renews Border Security Disaster Declaration In June 2022","Jun 21","https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-june-2022"
"1166",2022,"Governor Abbott Appoints Three To Texas County And District Retirement System Board Of Trustees","Jun 21","https://gov.texas.gov/news/post/governor-abbott-appoints-three-to-texas-county-and-district-retirement-system-board-of-trustees-"
"1167",2022,"Governor Abbott Reappoints Evans Presiding Judge Of The Eighth Administrative Judicial Region","Jun 21","https://gov.texas.gov/news/post/governor-abbott-reappoints-evans-presiding-judge-of-the-eighth-administrative-judicial-region-"
"1168",2022,"Governor Abbott Reappoints Three To Coastal Water Authority Board Of Directors","Jun 20","https://gov.texas.gov/news/post/governor-abbott-reappoints-three-to-coastal-water-authority-board-of-directors"
"1169",2022,"Governor Abbott, Governor’s Commission For Women Announce Women-Owned Business Series","Jun 20","https://gov.texas.gov/news/post/governor-abbott-governors-commission-for-women-announce-women-owned-business-series"
"1170",2022,"Governor Abbott Provides Update In Mission On Texas’ Ongoing Border Security Preparations For Incoming Migrant Caravans","Jun 17","https://gov.texas.gov/news/post/governor-abbott-provides-update-in-mission-on-texas-ongoing-border-security-preparations-for-incoming-migrant-caravans"
"1171",2022,"Governor Abbott Appoints Woods As Commanding General Of The Texas State Guard","Jun 17","https://gov.texas.gov/news/post/governor-abbott-appoints-woods-as-commanding-general-of-the-texas-state-guard"
"1172",2022,"Governor Abbott Appoints Lee To 256th Judicial District Court","Jun 17","https://gov.texas.gov/news/post/governor-abbott-appoints-lee-to-256th-judicial-district-court"
"1173",2022,"Operation Lone Star Ramps Up Mass Migration Response Efforts In Preparation For Caravans","Jun 17","https://gov.texas.gov/news/post/operation-lone-star-ramps-up-mass-migration-response-efforts-in-preparation-for-caravans"
"1174",2022,"Governor Abbott Announces Governor’s Small Business Series–Kilgore","Jun 17","https://gov.texas.gov/news/post/governor-abbott-announces-governors-small-business-serieskilgore"
"1175",2022,"Texas Again Smashes Record Employment High, Leads Nation In Jobs Created","Jun 17","https://gov.texas.gov/news/post/texas-again-smashes-record-employment-high-leads-nation-in-jobs-created"
"1176",2022,"Governor Abbott Renews Wildfire Disaster Declaration In June 2022","Jun 16","https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-declaration-in-june-2022"
"1177",2022,"Governor Abbott, DPS, TxDMV Announce Nation’s First Statewide Driving With Disability Program","Jun 16","https://gov.texas.gov/news/post/governor-abbott-dps-txdmv-announce-nations-first-statewide-driving-with-disability-program"
"1178",2022,"Governor Abbott Continues State Agency Response, Relief Efforts For Uvalde Community","Jun 16","https://gov.texas.gov/news/post/governor-abbott-continues-state-agency-response-relief-efforts-for-uvalde-community"
"1179",2022,"Governor Abbott Reappoints Monson Chief Administrative Law Judge","Jun 16","https://gov.texas.gov/news/post/governor-abbott-reappoints-monson-chief-administrative-law-judge-"
"1180",2022,"Governor Abbott Appoints Garbee To Texas Nonprofit Council","Jun 15","https://gov.texas.gov/news/post/governor-abbott-appoints-garbee-to-texas-nonprofit-council"
"1181",2022,"Governor Abbott Directs State Agencies To Coordinate Response To Water Main Break In Odessa","Jun 14","https://gov.texas.gov/news/post/governor-abbott-directs-state-agencies-to-coordinate-response-to-water-main-break-in-odessa"
"1182",2022,"Governor Abbott Statement On Relocation Of Caterpillar’s Global Headquarters To Texas","Jun 14","https://gov.texas.gov/news/post/governor-abbott-statement-on-relocation-of-caterpillars-global-headquarters-to-texas"
"1183",2022,"Governor Abbott Urges TDCAA To Increase Lie-And-Try Prosecutions To Protect Texas Communities","Jun 14","https://gov.texas.gov/news/post/governor-abbott-urges-tdcaa-to-increase-lie-and-try-prosecutions-to-protect-texas-communities"
"1184",2022,"Governor Abbott Commends Lt. Governor Patrick, Speaker Phelan On Proposed Solutions For School Safety","Jun 13","https://gov.texas.gov/news/post/governor-abbott-commends-lt-governor-patrick-speaker-phelan-on-proposed-solutions-for-school-safety"
"1185",2022,"Governor Abbott Appoints Three To University Of North Texas System Board Of Regents","Jun 13","https://gov.texas.gov/news/post/governor-abbott-appoints-three-to-university-of-north-texas-system-board-of-regents-"
"1186",2022,"Governor Abbott Directs TEA To Create New Chief Of School Safety And Security Position","Jun 9","https://gov.texas.gov/news/post/governor-abbott-directs-tea-to-create-new-chief-of-school-safety-and-security-position"
"1187",2022,"Texas State Resources Provide Ongoing Support To Uvalde Community Following Recent Tragedy At Robb Elementary School","Jun 9","https://gov.texas.gov/news/post/texas-state-resources-provide-ongoing-support-to-uvalde-community-following-recent-tragedy-at-robb-elementary-school"
"1188",2022,"Texas Music Office Announces Salado Designated As Music Friendly Community","Jun 9","https://gov.texas.gov/news/post/texas-music-office-announces-salado-designated-as-music-friendly-community"
"1189",2022,"Governor Abbott Names Pardue As Chair Of State Board Of Veterinary Medical Examiners","Jun 9","https://gov.texas.gov/news/post/governor-abbott-names-pardue-as-chair-of-state-board-of-veterinary-medical-examiners"
"1190",2022,"Governor Abbott Directs HHSC To Ensure All Children In Uvalde Have Access To Behavioral Health Resources","Jun 8","https://gov.texas.gov/news/post/governor-abbott-directs-hhsc-to-ensure-all-children-in-uvalde-have-access-to-behavioral-health-resources"
"1191",2022,"Governor Abbott Appoints Sharp To Texas Board Of Nursing","Jun 8","https://gov.texas.gov/news/post/governor-abbott-appoints-sharp-to-texas-board-of-nursing"
"1192",2022,"Governor Abbott Appoints Seven To Texas Medical Board District Review Committees","Jun 8","https://gov.texas.gov/news/post/governor-abbott-appoints-seven-to-texas-medical-board-district-review-committees"
"1193",2022,"Governor Abbott Appoints University Student Regents And Student Representative To The Texas Higher Education Coordinating Board","Jun 8","https://gov.texas.gov/news/post/governor-abbott-appoints-university-student-regents-and-student-representative-to-the-texas-higher-education-coordinating-board-22"
"1194",2022,"Governor Abbott Directs DPS, TEA, THECB To Expand And Accelerate Implementation Of iWatch Texas Program To Report Suspicious Activity","Jun 7","https://gov.texas.gov/news/post/governor-abbott-directs-dps-tea-thecb-to-expand-and-accelerate-implementation-of-iwatch-texas-program-to-report-suspicious-activity"
"1195",2022,"Governor Abbott Announces Governor’s Small Business Series–Fort Worth","Jun 6","https://gov.texas.gov/news/post/governor-abbott-announces-governors-small-business-seriesfort-worth"
"1196",2022,"Governor Abbott Instructs ALERRT To Provide Training Programs To School Districts Across Texas","Jun 6","https://gov.texas.gov/news/post/governor-abbott-instructs-alerrt-to-provide-training-programs-to-school-districts-across-texas"
"1197",2022,"Governor Abbott, Uvalde County Announce Opening Of Uvalde Together Resiliency Center, Resources Available For Entire Community","Jun 3","https://gov.texas.gov/news/post/ernor-abbott-uvalde-county-announce-opening-of-uvalde-together-resiliency-center-resources-available-for-entire-community"
"1198",2022,"Governor Abbott Statement On Texas Legislative Leaders Establishing Special Legislative Committees To Provide Solutions To Protect All Texans","Jun 3","https://gov.texas.gov/news/post/governor-abbott-statement-on-texas-legislative-leaders-establishing-special-legislative-committees-to-provide-solutions-to-protect-all-texans"
"1199",2022,"Governor Abbott Directs TEA To Provide Strategies To Make Texas Public Schools Safer","Jun 2","https://gov.texas.gov/news/post/governor-abbott-directs-tea-to-provide-strategies-to-make-texas-public-schools-safer"
"1200",2022,"Governor Abbott Announces $5 Million Investment To Establish Long-Term Family Resiliency Center In Uvalde County","Jun 1","https://gov.texas.gov/news/post/governor-abbott-announces-5-million-investment-to-establish-long-term-family-resiliency-center-in-uvalde-county"
"1201",2022,"Governor Abbott Calls For Immediate School Safety Review Of Texas Public Schools","Jun 1","https://gov.texas.gov/news/post/governor-abbott-calls-for-immediate-school-safety-review-of-texas-public-schools"
"1202",2022,"Governor Abbott, HHSC Announce Extension Of Emergency SNAP Benefits For June 2022","Jun 1","https://gov.texas.gov/news/post/governor-abbott-hhsc-announce-extension-of-emergency-snap-benefits-for-june-2022"
"1203",2022,"Governor Abbott Requests Special Legislative Committees To Provide Solutions To Protect All Texans Following Shooting At Robb Elementary School","Jun 1","https://gov.texas.gov/news/post/governor-abbott-requests-special-legislative-committees-to-provide-solutions-to-protect-all-texans-following-shooting-at-robb-elementary-school"
"1204",2022,"Governor Abbott Commends TWC’s $247,000 Job Training Grant To South Plains College","Jul 29","https://gov.texas.gov/news/post/governor-abbott-commends-twcs-247000-job-training-grant-to-south-plains-college"
"1205",2022,"Operation Lone Star Combatting Record Numbers Of Illegal Immigrants, Criminal Activity","Jul 29","https://gov.texas.gov/news/post/operation-lone-star-combatting-record-numbers-of-illegal-immigrants-criminal-activity"
"1206",2022,"Governor Abbott Commends Passage Of Critical Semiconductors Legislation","Jul 28","https://gov.texas.gov/news/post/governor-abbott-commends-passage-of-critical-semiconductors-legislation"
"1207",2022,"Governor Abbott Applauds TWC’s $1.5 Million Job Training Grants To Ranger Community College","Jul 27","https://gov.texas.gov/news/post/governor-abbott-applauds-twcs-1.5-million-job-training-grants-to-ranger-community-college"
"1208",2022,"Governor Abbott Provides $1.25 Million Grant To Uvalde School District For Trauma-Informed Counseling","Jul 27","https://gov.texas.gov/news/post/governor-abbott-provides-1.25-million-grant-to-uvalde-school-district-for-trauma-informed-counseling"
"1209",2022,"Governor Abbott Appoints Sellers To The Governing Board Of The Texas School For The Deaf","Jul 26","https://gov.texas.gov/news/post/governor-abbott-appoints-sellers-to-the-governing-board-of-the-texas-school-for-the-deaf"
"1210",2022,"Governor Abbott Renews Disaster Declaration For Uvalde County In July 2022","Jul 26","https://gov.texas.gov/news/post/governor-abbott-renews-disaster-proclamation-for-uvalde-county"
"1211",2022,"Governor Abbott Appoints Johnson To 47th Judicial District Court","Jul 25","https://gov.texas.gov/news/post/governor-abbott-appoints-johnson-to-47th-judicial-district-court"
"1212",2022,"Governor Abbott Provides Update On State’s Ongoing Wildfire Response Efforts In Glen Rose","Jul 23","https://gov.texas.gov/news/post/governor-abbott-provides-update-on-states-ongoing-wildfire-response-efforts-in-glen-rose"
"1213",2022,"Governor Abbott Amends Wildfire Disaster Declaration In July 2022","Jul 22","https://gov.texas.gov/news/post/governor-abbott-renews-disaster-declaration-in-july-2022"
"1214",2022,"Governor Abbott Calls On NYC Mayor To Turn Attacks On President Biden’s Border Crisis","Jul 22","https://gov.texas.gov/news/post/governor-abbott-calls-on-nyc-mayor-to-turn-attacks-on-president-bidens-border-crisis"
"1215",2022,"Operation Lone Star Buses Thousands Of Migrants To Nation’s Capital","Jul 22","https://gov.texas.gov/news/post/operation-lone-star-buses-thousands-of-migrants-to-nations-capital"
"1216",2022,"Governor Abbott, Texas Music Office Congratulate City of Frisco Being Named Host For 2023 ACM Awards","Jul 22","https://gov.texas.gov/news/post/governor-abbott-texas-music-office-congratulate-city-of-frisco-being-named-host-for-2023-acm-awards"
"1217",2022,"Governor Abbott Celebrates Texas Leading Nation For Job Growth In June","Jul 22","https://gov.texas.gov/news/post/governor-abbott-celebrates-texas-leading-nation-for-job-growth-in-june"
"1218",2022,"Governor Abbott Renews COVID-19 Disaster Declaration In July 2022","Jul 21","https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-declaration-in-july-2022"
"1219",2022,"Governor Abbott Renews Border Security Disaster Declaration In July 2022","Jul 21","https://gov.texas.gov/news/post/governor-abbott-renews-border-security-disaster-declaration-in-july-2022"
"1220",2022,"Governor Abbott Urges U.S. Congress To Pass Critical Semiconductors Legislation","Jul 21","https://gov.texas.gov/news/post/governor-abbott-urges-u.s-congress-to-pass-critical-semiconductors-legislation"
"1221",2022,"Governor Abbott Statement On Samsung Expanding Investment In Texas","Jul 20","https://gov.texas.gov/news/post/governor-abbott-statement-on-samsung-expanding-investment-in-texas"
"1222",2022,"Governor Abbott Directs Coordinated State Response To Widespread Wildfire Conditions Across Texas","Jul 19","https://gov.texas.gov/news/post/governor-abbott-directs-coordinated-state-response-to-widespread-wildfire-conditions-across-texas"
"1223",2022,"Governor Abbott Statement On Texas House Investigative Report Into Shooting In Uvalde","Jul 18","https://gov.texas.gov/news/post/governor-abbott-statement-on-texas-house-investigative-report-into-shooting-in-uvalde"
"1224",2022,"Governor Abbott Announces Harker Heights Designated As Music Friendly Community","Jul 18","https://gov.texas.gov/news/post/governor-abbott-announces-harker-heights-designated-as-music-friendly-community"
"1225",2022,"Governor Abbott Renews Wildfire Disaster Declaration In July 2022","Jul 16","https://gov.texas.gov/news/post/governor-abbott-renews-wildfire-disaster-declaration-in-july-2022"
"1226",2022,"Governor Abbott Renews Drought Disaster Declaration In July 2022","Jul 15","https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-july-2022"
"1227",2022,"Operation Lone Star Fights Deadly Fentanyl Crisis Coming Across Border","Jul 15","https://gov.texas.gov/news/post/operation-lone-star-fights-deadly-fentanyl-crisis-coming-across-border"
"1228",2022,"Governor Abbott Highlights Texas’ Efforts To Stop Growing Fentanyl Crisis","Jul 14","https://gov.texas.gov/news/post/governor-abbott-highlights-texas-efforts-to-stop-growing-fentanyl-crisis"
"1229",2022,"Governor Abbott Appoints Gipson As Sabine River Compact Administration Commissioner","Jul 14","https://gov.texas.gov/news/post/governor-abbott-appoints-gipson-as-sabine-river-compact-administration-commissioner"
"1230",2022,"Governor Abbott Announces Film Friendly Texas Designation For The City Of Fritch","Jul 14","https://gov.texas.gov/news/post/governor-abbott-announces-film-friendly-texas-designation-for-the-city-of-fritch"
"1231",2022,"Governor Abbott Spotlights Texas’ Small Businesses At Texas Restaurant Show In Dallas","Jul 11","https://gov.texas.gov/news/post/governor-abbott-spotlights-texas-small-businesses-at-texas-restaurant-show-in-dallas"
"1232",2022,"Governor Abbott Appoints Peyton To Texas Water Development Board","Jul 11","https://gov.texas.gov/news/post/governor-abbott-appoints-peyton-to-texas-water-development-board"
"1233",2022,"Operation Lone Star Boosts Local Border Security Efforts, Ramps Up Law Enforcement Capabilities","Jul 8","https://gov.texas.gov/news/post/operation-lone-star-boosts-local-border-security-efforts-ramps-up-law-enforcement-capabilities"
"1234",2022,"Governor Abbott Issues Drought Disaster Declaration In July 2022","Jul 8","https://gov.texas.gov/news/post/governor-abbott-issues-drought-disaster-declaration"
"1235",2022,"Governor Abbott Appoints Johnson To San Jacinto River Authority Board Of Directors","Jul 7","https://gov.texas.gov/news/post/governor-abbott-appoints-johnson-to-san-jacinto-river-authority-board-of-directors"
"1236",2022,"Texas State Agencies Provide Mental Health Support, Financial Assistance To Hundreds In Uvalde Community","Jul 7","https://gov.texas.gov/news/post/texas-state-agencies-provide-mental-health-support-financial-assistance-to-hundreds-in-uvalde-community"
"1237",2022,"Governor Abbott, TWC Award Almost $1.3 Million In Governor’s Summer Merit Program","Jul 7","https://gov.texas.gov/news/post/governor-abbott-twc-award-almost-1.3-million-in-governors-summer-merit-program"
"1238",2022,"Governor Abbott Announces More Than $5.9 Million In Texas Talent Connection Grants","Jul 7","https://gov.texas.gov/news/post/governor-abbott-announces-more-than-5.9-million-in-texas-talent-connection-grants"
"1239",2022,"Governor Abbott Announces Additional $30 Million In Grants To Boost Local Border Security Efforts","Jul 6","https://gov.texas.gov/news/post/governor-abbott-announces-additional-30-million-in-grants-to-boost-local-border-security-efforts"
"1240",2022,"Governor Abbott Names Hollub Chair, Appoints Nine To Texas Economic Development Corporation Board Of Directors","Jul 6","https://gov.texas.gov/news/post/governor-abbott-names-hollub-chair-appoints-nine-to-texas-economic-development-corporation-board-of-directors"
"1241",2022,"Governor Abbott Announces $114.1 Billion Economic Impact Of Military Installations In Texas","Jul 6","https://gov.texas.gov/news/post/governor-abbott-announces-114.1-billion-economic-impact-of-military-installations-in-texas"
"1242",2022,"Governor Abbott Announces Texas Travel Industry Recovery Grant Program","Jul 5","https://gov.texas.gov/news/post/governor-abbott-announces-texas-travel-industry-recovery-grant-program"
"1243",2022,"Governor Abbott, HHSC Announce Extension Of Emergency SNAP Benefits For July 2022","Jul 1","https://gov.texas.gov/news/post/governor-abbott-hhsc-announce-extension-of-emergency-snap-benefits-for-july-2022"
"1244",2022,"Operation Lone Star Seizing Record Amounts Of Fentanyl, DPS Crime Lab Finds Fentanyl In Most Street Drugs","Jul 1","https://gov.texas.gov/news/post/operation-lone-star-seizing-record-amounts-of-fentanyl-dps-crime-lab-finds-fentanyl-in-most-street-drugs"
"1245",2022,"Governor Abbott Proclaims July 2022 Watch Your Car Month In Texas","Jul 1","https://gov.texas.gov/news/post/governor-abbott-proclaims-july-2022-watch-your-car-month-in-texas"
"1246",2022,"Governor Abbott Announces First Bus Of Migrants Arrives In Chicago","Aug 31","https://gov.texas.gov/news/post/governor-abbott-announces-first-bus-of-migrants-arrives-in-chicago"
"1247",2022,"Governor Abbott Increases Reward For Criminal Stash House Reporting","Aug 31","https://gov.texas.gov/news/post/governor-abbott-increases-reward-for-criminal-stash-house-reporting"
"1248",2022,"Governor Abbott Appoints Strother To 249th Judicial District Court","Aug 31","https://gov.texas.gov/news/post/governor-abbott-appoints-strother-to-249th-judicial-district-court"
"1249",2022,"Governor Abbott, TxDOT Announce Record $85 Billion 10-Year Transportation Plan","Aug 30","https://gov.texas.gov/news/post/governor-abbott-txdot-announce-record-85-billion-10-year-transportation-plan"
"1250",2022,"Governor Abbott Renews Drought Disaster Declaration In August 2022","Aug 30","https://gov.texas.gov/news/post/governor-abbott-renews-drought-disaster-declaration-in-august-2022"
"1251",2022,"Governor Abbott Appoints Three To Texas Medical Board District Four Review Committee","Aug 30","https://gov.texas.gov/news/post/governor-abbott-appoints-three-to-texas-medical-board-district-four-review-committee"
"1252",2022,"Governor Abbott Invites RGV, South Texas, Statewide Communities To Film Friendly Texas Workshop In McAllen","Aug 29","https://gov.texas.gov/news/post/governor-abbott-invites-rgv-south-texas-statewide-communities-to-film-friendly-texas-workshop-in-mcallen"
"1253",2022,"Governor Abbott Announces New Initiatives To Combat Opioid Crisis At Montgomery County 2022 Overdose Awareness Event","Aug 28","https://gov.texas.gov/news/post/governor-abbott-announces-new-initiatives-to-combat-opioid-crisis-at-montgomery-county-2022-overdose-awareness-event"
"1254",2022,"Governor Abbott Appoints Machuca To Aerospace And Aviation Advisory Committee","Aug 26","https://gov.texas.gov/news/post/governor-abbott-appoints-machuca-to-aerospace-and-aviation-advisory-committee"
"1255",2022,"Governor Governor Abbott Announces $197,000 TWC Career Training Grant For Grayson College","Aug 26","https://gov.texas.gov/news/post/governor-governor-abbott-announces-197000-twc-career-training-grant-for-grayson-college"
"1256",2022,"Governor Abbott Lauds Bravery Of Law Enforcement At Texas Department Of Public Safety Graduation Ceremony","Aug 26","https://gov.texas.gov/news/post/governor-abbott-lauds-bravery-of-law-enforcement-at-texas-department-of-public-safety-graduation-ceremony"
"1257",2022,"Operation Lone Star Accelerates Migrant Busing To Sanctuary City NYC","Aug 26","https://gov.texas.gov/news/post/operation-lone-star-accelerates-migrant-busing-to-sanctuary-city-nyc"
"1258",2022,"Governor Abbott Appoints Cavazos To Continuing Advisory Committee For Special Education","Aug 25","https://gov.texas.gov/news/post/governor-abbott-appoints-cavazos-to-continuing-advisory-committee-for-special-education"
"1259",2022,"Governor Abbott Renews Disaster Declaration For Uvalde County In August 2022","Aug 25","https://gov.texas.gov/news/post/governor-abbott-renews-disaster-declaration-for-uvalde-country-in-august-2022"
"1260",2022,"Governor Abbott Appoints Yarbrough To Seventh Court Of Appeals","Aug 24","https://gov.texas.gov/news/post/governor-abbott-appoints-yarbrough-to-seventh-court-of-appeals"
"1261",2022,"Governor Abbott, TDI Announce Emergency Rule To Protect Weston Policyholders","Aug 23","https://gov.texas.gov/news/post/governor-abbott-tdi-announce-emergency-rule-to-protect-weston-policyholders"
"1262",2022,"Governor Abbott Issues Disaster Declaration For Statewide Flood Response","Aug 23","https://gov.texas.gov/news/post/governor-abbott-issues-disaster-declaration-for-statewide-flood-response"
"1263",2022,"Governor Abbott Condemns Harris County Plan To Defund Law Enforcement","Aug 23","https://gov.texas.gov/news/post/governor-abbott-condemns-harris-county-plan-to-defund-law-enforcement"
"1264",2022,"Governor Abbott Issues Flooding Disaster Declaration In August 2022","Aug 23","https://gov.texas.gov/news/post/governor-abbott-issues-flooding-disaster-declaration-in-august-2022"
"1265",2022,"Governor Abbott Reappoints Holder, Jenkins To Jefferson And Orange County Board Of Pilot Commissioners","Aug 23","https://gov.texas.gov/news/post/governor-abbott-reappoints-holder-jenkins-to-jefferson-and-orange-county-board-of-pilot-commissioners"
"1266",2022,"Governor Abbott Responds To President Biden’s Ongoing Attack On Permian Basin","Aug 23","https://gov.texas.gov/news/post/governor-abbott-responds-to-president-bidens-ongoing-attack-on-permian-basin"
"1267",2022,"Governor Abbott Increases Readiness Level Of State Emergency Operations Center For Flood Response","Aug 22","https://gov.texas.gov/news/post/governor-abbott-increases-readiness-level-of-state-emergency-operations-center-for-flood-response"
"1268",2022,"Governor Abbott Holds Statewide Weather Briefing As Excessive Rain, Flash Flooding Threatens Texas","Aug 20","https://gov.texas.gov/news/post/governor-abbott-holds-statewide-weather-briefing-as-excessive-rain-flash-flooding-threatens-texas"
"1269",2022,"Governor Abbott Renews Border Disaster Declaration In August 2022","Aug 20","https://gov.texas.gov/news/post/governor-abbott-renews-border-disaster-declaration-in-august-2022"
"1270",2022,"Governor Abbott Renews COVID-19 Disaster Declaration In August 2022","Aug 20","https://gov.texas.gov/news/post/governor-abbott-renews-covid-19-disaster-declaration-in-august-2022"
"1271",2022,"Operation Lone Star Provides Vital Relief To Overrun Border Communities","Aug 19","https://gov.texas.gov/news/post/operation-lone-star-provides-vital-relief-to-overrun-border-communities"
"1272",2022,"Governor Abbott Celebrates Continuing Jobs Surge In Texas","Aug 19","https://gov.texas.gov/news/post/governor-abbott-celebrates-continuing-jobs-surge-in-texas"
"1273",2022,"Governor Abbott Appoints Faulkner To 478th Judicial District Court","Aug 18","https://gov.texas.gov/news/post/governor-abbott-appoints-faulkner-to-478th-judicial-district-court"
"1274",2022,"Governor Abbott Announces ALERRT Travel Assistance, Bullet-Resistant Shield Grant Program","Aug 17","https://gov.texas.gov/news/post/governor-abbott-announces-alerrt-travel-assistance-bullet-resistant-shield-grant-program"
"1275",2022,"Governor Abbott Names Sellers As Chair Of State Cemetery Committee","Aug 17","https://gov.texas.gov/news/post/governor-abbott-names-sellers-as-chair-of-state-cemetery-committee"
"1276",2022,"Governor Abbott Celebrates East Penn Manufacturing Expansion In Temple","Aug 16","https://gov.texas.gov/news/post/governor-abbott-celebrates-east-penn-manufacturing-expansion-in-temple"
"1277",2022,"Governor Abbott Names Agarwal Vice Chairman Of Texas Economic Development Corporation Board Of Directors","Aug 16","https://gov.texas.gov/news/post/governor-abbott-names-agarwal-vice-chairman-of-texas-economic-development-corporation-board-of-directors"
